"Club","Swimmer","Age 													Group","Seed 													 														Time","HT/LN","Time","Pl","Pts"
"DADS","Foster, Peter","65-69","1:14.56","7/7","1:19.95","34","0"
"LAPS","Raine, Charlie","65-69","1:17.00","7/3","1:21.10","35","0"
"UC30","Rogers, Todd","65-69","1:35.00","7/1","1:22.15","36","0"
"TOC","Van Horn, William","85-89","1:20.00","1/7","1:22.72","1","11"
"ASC","Floyd, Rob","65-69","1:18.40","7/8","1:23.19","37","0"
"UC26","Johnson, Gregory","65-69","1:25.00","7/9","1:25.40","38","0"
"NAM","Saks, Ron","75-79","1:17.00","2/9","1:30.80","7","4"
"MOST","Sundbeck, Carlton","75-79","1:29.21","2/10","1:31.67","8","3"
"INDY","Hogrefe, James","80-84","1:31.01","2/6","1:32.51","4","7"
"LVM","Chalkley, James","60-64","1:34.43","11/1","1:34.18","30","0"
"RMRM","Burson, William","80-84","1:32.00","2/1","1:42.23","5","6"
"NOVA","Smethurst, Everett","90-94","1:59.00","1/4","1:53.38","1","11"
"RMRM","Greve, Gordon","90-94","1:52.51","1/6","2:18.89","2","9"
"UC02","Adams, Nathaniel","18-24","53.07","45/8","NS","","0"
"SOCK","Allen, Jakob","35-39","52.00","31/5","NS","","0"
"LSM","Alvarez, Camilo","18-24","53.36","45/9","NS","","0"
"SDSM","Amer, Nader","35-39","51.34","32/1","NS","","0"
"XCEL","Arteaga, Daniel","35-39","50.00","32/7","NS","","0"
"GSM","Bartner, Norman","90-94","1:38.22","1/5","NS","","0"
"IM","Beard, Marc","40-44","55.38","26/3","NS","","0"
"JMMS","Benedict, Ian","50-54","52.23","22/9","NS","","0"
"NAM","Birnbrich, Andrew","35-39","50.10","32/3","NS","","0"
"MINN","Bond, Riley","25-29","49.53","41/8","NS","","0"
"MINN","Boston, Bryce","25-29","47.99","42/2","NS","","0"
"AAAA","Bryden, Anthony","45-49","1:15.00","15/6","NS","","0"
"TXLA","Burns, Bill","70-74","1:06.04","5/2","NS","","0"
"UC25","Caviel, Alex","30-34","1:00.00","29/2","NS","","0"
"UC28","Clement, Don","70-74","1:19.08","4/2","NS","","0"
"PSM","Conroy, Chris","35-39","50.50","32/2","NS","","0"
"TW","Cooley, Matthew","18-24","49.98","46/5","NS","","0"
"TXLA","Davis, John","60-64","58.00","13/10","NS","","0"
"UC43","Diers, Anthony","40-44","48.00","28/4","NS","","0"
"SDSM","Duke, Brian","50-54","57.45","20/4","NS","","0"
"OPA","Edgerton, Karl","60-64","1:01.65","11/5","NS","","0"
"SLAM","Ernst, Christopher","40-44","53.50","27/10","NS","","0"
"XCL","Freund, Robert","60-64","55.07","14/10","NS","","0"
"UC39","Gabriel, Noah","60-64","57.29","13/7","NS","","0"
"SDSM","Gering, Kurt","55-59","57.91","17/6","NS","","0"
"KINE","Gilson, Aaron","25-29","52.18","39/6","NS","","0"
"NYAC","Goldberg, Brian","45-49","58.20","23/9","NS","","0"
"NAM","Grootenhuis, David","60-64","58.00","13/1","NS","","0"
"TOC","Harwood, James","80-84","1:30.00","2/2","NS","","0"
"MOVY","Hayden, Douglas","55-59","54.13","19/1","NS","","0"
"SOCM","Hilgen, Terry","60-64","1:02.46","11/3","NS","","0"
"ROCKR","Ivanyi, Johnny","45-49","58.00","23/8","NS","","0"
"UC41","Junion, Stephan","55-59","1:02.15","16/4","NS","","0"
"WMST","Klawiter, Tyler","25-29","48.00","42/9","NS","","0"
"UC32","Kline, Richard","60-64","52.50","14/6","NS","","0"
"MOST","Krueger, P","75-79","1:15.57","3/10","NS","","0"
"SFTL","Manzi, Francesco","35-39","52.59","31/6","NS","","0"
"LRM","Mastracchio, Dominic","50-54","51.31","22/7","NS","","0"
"MOST","Mathers, Nicholas","45-49","58.13","23/2","NS","","0"
"PBM","Mcpherrin, Kevin","75-79","1:08.21","3/3","NS","","0"
"UC33","Meraviglia, Mirko","40-44","1:21.00","15/1","NS","","0"
"SSC","Muchna, Frank","40-44","55.16","26/7","NS","","0"
"PSM","Nygren, Mats","55-59","52.53","19/3","NS","","0"
"SMS","Offner, Kurt","45-49","1:10.00","23/10","NS","","0"
"MICH","Olson, Chuck","75-79","1:01.00","3/6","NS","","0"
"SSC","Olszeski, Aaron","35-39","54.92","30/5","NS","","0"
"RGSC","Ornelas, Hector","40-44","58.77","15/3","NS","","0"
"NYAC","Phillips, Timothy","30-34","46.62","37/2","NS","","0"
"AAMAH","Pidgeon, Jack","30-34","53.68","35/9","NS","","0"
"TTEX","Ravel, Rick","70-74","1:04.53","5/7","NS","","0"
"CONN","Reul, Andy","60-64","58.00","12/5","NS","","0"
"AGUA","Rittenhouse, John","30-34","52.01","35/6","NS","","0"
"TOC","Rudloff, Edward","75-79","1:16.50","2/8","NS","","0"
"WISC","Sammarco, Jimmy","55-59","55.38","18/4","NS","","0"
"SKY","Schmied, Brad","50-54","58.95","20/9","NS","","0"
"UC06","Sebold, Tyler","25-29","1:02.80","38/8","NS","","0"
"JMMS","Severson, Byron","50-54","1:07.35","20/1","NS","","0"
"MOST","Sjulson, Benjamin","30-34","53.41","35/2","NS","","0"
"NBM","Smykay, Chad","45-49","56.89","24/10","NS","","0"
"UC13","Sproles, Greg","55-59","53.94","19/9","NS","","0"
"TXLA","Storvik, Chuck","65-69","1:04.96","8/9","NS","","0"
"MOST","Thompson, Gregory","75-79","1:13.00","3/9","NS","","0"
"ARIZ","Vingoe, Mark","75-79","1:19.27","2/7","NS","","0"
"ASC","Vogel, Matthew","70-74","1:08.10","4/5","NS","","0"
"TOC","Wall, Daniel","35-39","46.99","33/8","NS","","0"
"MOST","Wasserburger, Wesley","18-24","50.33","46/8","NS","","0"
"LSM","Williams, Bruce","70-74","55.75","6/5","NS","","0"
"MINN","Wise, James","60-64","58.48","12/4","NS","","0"
